name1,name2,accurate,callees_json_bin_total,callees_json_matched,callees_json_non_matched,callees_json_src_total,calls,conditions,constants_json_bin_total,constants_json_matched,constants_json_non_matched,constants_json_src_total,externals,globals,heuristic,loops,recursive,switchs,switchs_json
luaK_ret,strerror,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
fts5FindTokenizer,sqlite3VdbeMemClearAndResize,0,1,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1
DbTransPostCmd,walUnlockShared,0,0,0,1,1,1,2,0,0,4,4,4,0,0,0,0,0,1
sqlite3Fts3CreateStatTable,vdbeSorterMerge,0,1,0,2,1,0,3,0,0,2,2,2,0,0,1,1,0,1
pcache1InitBulk,sqlite3CheckObjectName,0,2,0,6,4,2,1,2,0,2,0,2,1,0,1,1,0,1
DumpBlock,lua_rawset,0,3,0,4,1,2,1,0,0,0,0,0,0,0,0,1,0,1
close_secondarysocket,_curl_easy_setopt_err_progress_cb_45,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
apndWrite,resolveAlias,0,7,0,10,3,4,3,0,0,0,0,0,0,0,0,1,0,1
imap_perform_select,_curl_easy_setopt_err_resolver_start_callback_30,0,0,0,5,5,5,3,0,0,2,2,2,0,0,2,0,0,1
lsmTreeCursorValid,.__memset_chk,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
ftp_state_rest,_curl_easy_setopt_err_curl_httpost_10,0,0,0,3,3,3,3,0,0,1,1,1,0,0,0,0,0,1
handle_T_option,sqlite3_commit_hook,0,0,0,4,4,4,1,0,0,0,0,5,1,0,0,1,0,1
walRestartLog,sqlite3FixSrcList,0,5,0,12,7,2,9,1,0,1,0,2,0,0,0,1,0,1
Curl_num_addresses,_curl_easy_setopt_err_seek_cb_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
lua_rawgetp,gotostat,0,5,0,7,2,3,1,1,0,1,0,1,0,0,0,1,0,1
Curl_SOCKS4,curl_mime_name,0,0,0,12,12,12,19,0,0,20,20,18,0,0,0,1,1,0
findsetreg,lua_pushnil,0,0,0,1,1,1,9,0,0,0,0,0,0,0,1,0,1,0
queryClear,pragmaVtabClose,0,2,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1
sqlite3FindTable,walIndexPageRealloc,0,3,0,6,3,0,1,0,0,0,0,0,0,0,2,1,0,1
cidxFreeIndex,idxHashFind,0,2,0,3,1,1,6,1,0,1,0,0,1,0,1,1,0,1
sqlite3VdbeMemFromBtree,sqlite3ExprCompareSkip,0,1,0,3,2,1,5,0,0,0,0,0,0,0,2,1,0,1
lsmTreeMakeOld,sqlite3SrcListEnlarge,0,3,0,4,1,2,5,1,0,1,0,0,0,0,2,1,0,1
sqlite3SrcListEnlarge,jsonMergePatch,0,3,0,6,3,0,15,0,0,0,0,0,0,0,1,1,0,1
safe_tolower,sqlite3OsSync,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
tool_version_info,checkday,0,1,0,4,3,2,1,0,0,5,5,3,1,0,1,1,0,1
Curl_auth_create_external_message,strdup,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
apndUnlock,sqlite3_release_memory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
init_telnet,_curl_easy_setopt_err_string_36,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
spellfix1Next,pthread_mutex_unlock,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,1
sqlite3SrcListEnlarge,rtreeCreate,0,1,0,4,3,2,2,0,0,0,0,0,0,0,2,0,0,1
findNextHostParameter,fts3tokNextMethod,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,1
fts5BufferSwap,vdbeMergeEngineLevel0,0,6,0,6,0,6,8,0,0,0,0,0,0,0,1,1,0,1
hostcache_prune,MD4_Update,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
wc_data_dtor,_curl_easy_setopt_err_FILE_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KeccakF1600Step,codeDistinct,0,3,0,3,0,3,3,0,0,0,0,0,0,0,1,1,0,1
Curl_pipeline_set_site_blacklist,_curl_easy_setopt_err_seek_cb_61,0,0,0,8,8,8,4,0,0,0,0,0,0,0,1,0,0,1
check_protocol,.X509_check_issued,0,0,0,2,2,2,2,0,0,0,0,1,1,0,1,0,0,1
setup_connection_internals,_curl_easy_getinfo_err_curl_tlssesssioninfo_60,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1
Curl_is_in_callback,_curl_easy_getinfo_err_curl_socket_82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
autoExtBrokenObjCmd,jsonAppendRaw,0,2,0,3,1,1,2,0,0,0,0,0,1,0,0,1,0,1
Curl_multi_add_perform,_curl_easy_getinfo_err_string_10,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,1
usage,r_0g737521v8kae4c1g0okx7wp163ql4t0trmje9,0,0,0,2,2,2,8,0,0,25,25,25,0,0,0,0,0,1
sqlite3_expert_report,compileoptiongetFunc,0,2,0,2,0,2,3,0,0,0,0,1,0,0,1,1,1,0
vfslogCheckReservedLock,readlink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sqlite3MPrintf,sqlite3_libversion_number,0,0,0,3,3,3,0,1,0,1,0,0,0,0,0,0,0,1
Curl_shuffle_addr,_curl_easy_setopt_err_progress_cb_39,0,0,0,5,5,5,4,0,0,1,1,1,0,0,3,0,0,1
fts3TermSegReaderCursor,callFinaliser,0,2,0,2,0,2,5,0,0,0,0,0,0,0,1,1,0,1
getDigits,sqlite3_result_error_nomem,0,2,0,4,2,0,3,0,0,0,0,0,0,0,2,1,0,1
sqlite3BtreeGetPageSize,fts3SegReaderRequire,0,1,0,1,0,1,4,0,0,0,0,0,0,0,1,1,0,1
sqlite3BtreeClearTable,moveToParent,0,1,0,6,5,4,1,0,0,0,0,0,0,0,0,0,0,1
zipfileFree,jsonSetFunc,0,9,0,10,1,8,11,2,0,2,0,5,0,0,1,1,0,1
sqlite3BtreeSetPagerFlags,computeHMS,0,1,0,4,3,2,1,5,0,5,0,1,0,0,0,1,0,1
AllowServerConnect,_curl_easy_setopt_err_FILE_121,0,0,0,8,8,8,7,0,0,2,2,2,0,0,0,0,0,1
tool_debug_cb,sub_4020A0,0,0,0,10,10,10,18,0,0,18,18,16,1,0,1,0,2,0
add_alignment_test_collations,rtreeNodeOfFirstSearchPoint,0,1,0,2,1,0,1,0,0,2,2,2,0,0,0,1,0,1
idxSampleFunc,stmtFilter,0,1,0,4,3,2,2,0,0,0,0,0,0,0,0,0,0,1
concat_url,_curl_easy_setopt_err_curl_httpost_41,0,0,0,10,10,10,22,0,0,1,1,1,0,0,2,0,0,1
dump_table,sqlite3_wal_hook,0,0,0,14,14,14,1,0,0,19,19,14,1,0,6,1,0,1
demoDirectWrite,.pthread_mutex_trylock,0,0,0,2,2,2,2,0,0,0,0,1,1,0,0,0,0,1
fts5StorageInsert,sqlite3ExprCodeGetColumnToReg,0,2,0,4,2,0,1,0,0,0,0,0,0,0,0,1,0,1
fts3GetDeltaVarint3,sqlite3Fts3SegReaderNew,0,2,0,3,1,1,2,0,0,0,0,0,0,0,0,1,0,1
conn_free,_curl_easy_setopt_err_FILE_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sqlite3_vtablog_init,blobReadWrite,0,6,0,7,1,5,14,4,0,5,1,6,1,0,0,1,0,1
pop3_statemach_act,_curl_easy_setopt_err_read_cb_26,0,0,0,13,13,13,4,0,0,0,0,0,0,0,1,0,1,0
apndShmBarrier,shellAddSchemaName,0,10,0,11,1,9,19,8,0,8,0,8,0,0,1,1,0,1
testOomEnable,sqlite3SrcListLookup,0,3,0,3,0,3,1,0,0,0,0,0,0,0,0,1,0,1
Curl_isunreserved,Curl_ossl_cleanup,0,7,0,7,0,7,1,0,0,0,0,1,0,0,0,1,1,0
Curl_getworkingpath,ossl_send,0,10,0,16,6,4,0,4,0,5,1,3,0,0,0,1,0,1
vtshimDisconnect,sqlite3_bind_null_0,0,0,0,2,2,2,1,0,0,0,0,3,1,0,0,1,0,1
rbuEditErrmsg,interrupt_handler,0,2,0,5,3,1,1,0,0,1,1,1,0,0,2,1,0,1
fulltextColumn,nodeNew,0,2,0,4,2,0,2,0,0,0,0,0,0,0,0,1,0,1
sqlite3Fts5ExprCheckPoslists,sqlite3_value_bytes,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Curl_conncache_destroy,_curl_easy_getinfo_err_string_18,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
lsmFsFileid,valueFromExpr,0,13,0,16,3,10,36,3,0,3,0,3,0,0,1,1,0,1
Curl_sha256it,_curl_easy_getinfo_err_curl_slist_12,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1
csv_string_parameter,unixShmUnmap,0,3,0,9,6,3,7,0,0,3,3,5,1,0,1,1,0,1
unixUnfetch,sqlite3VdbeReset,0,4,0,5,1,3,4,2,0,2,0,1,0,0,0,1,0,1
docListAddEndPos,vdbeCloseStatement,0,2,0,3,1,1,12,0,0,0,0,0,0,0,1,1,0,1
tftp_disconnect,fclose,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,1
ftp_regular_transfer,_curl_easy_setopt_err_conv_cb_112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
content_select,sqlite3VdbeAddOp4Int,0,1,0,9,8,7,4,0,0,0,0,0,0,0,1,1,0,1
fuzzerAdvance,groupConcatStep,0,4,0,8,4,0,1,0,0,0,0,2,0,0,3,1,0,1
sqlite3_interrupt,zipfileBegin,0,6,0,6,0,6,2,2,0,2,0,2,0,0,0,1,0,1
ftp_regular_transfer,Curl_hmac_md5,0,3,0,10,7,4,2,0,0,0,0,1,0,0,0,1,0,1
curl_mime_data_cb,_curl_easy_getinfo_err_curl_socket_75,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
testDelete,.strncmp,0,0,0,2,2,2,1,0,0,0,0,1,1,0,0,0,0,1
sqlite3TestErrCode,sqlite3RowSetInsert,0,1,0,5,4,3,1,0,0,1,1,1,0,0,0,1,0,1
Curl_wildcard_dtor,str2tls_max,0,1,0,4,3,2,1,2,0,2,0,0,0,0,0,1,0,1
stem,exprNodeIsDeterministic,0,0,0,1,1,1,2,1,0,1,0,0,0,0,2,1,0,1
simpleNext,expertColumn,0,2,0,4,2,0,2,0,0,0,0,0,0,0,4,1,0,1
luaG_errormsg,lua_getupvalue,0,1,0,3,2,1,7,2,0,2,0,1,0,0,0,1,0,1
fts5LeafRead,sqlite3InitCallback,0,9,0,11,2,7,15,2,0,2,0,2,0,0,0,1,0,1
block_follow,luaL_buffinit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Curl_pp_flushsend,_curl_easy_getinfo_err_double_68,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,1
check_next1,luaC_barrier_,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1
libcurl_generate_mime,_curl_easy_setopt_err_read_cb_62,0,0,0,7,7,7,42,0,0,20,20,20,0,0,31,1,1,0
sqlite3Fts5IndexReinit,sqlite3Fts3PendingTermsClear,0,2,0,7,5,3,4,0,0,1,1,1,0,0,1,1,0,1
StrAppend,sqlite3FkCheck,0,15,0,20,5,10,61,1,0,1,0,1,0,0,3,1,0,1
printf32mem,_printOperand,0,7,0,8,1,6,5,5,0,5,0,6,0,0,0,1,0,1
sqlite3_aggregate_count,idxFindIndexes,0,11,0,11,0,11,22,5,0,5,0,6,0,0,1,1,0,1
fts5BestIndexMethod,sqlite3Fts3DoclistPrev,0,2,0,3,1,1,8,0,0,0,0,0,0,0,2,1,0,1
smtp_disconnect,_curl_easy_setopt_err_debug_cb_115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fts3EvalPhraseLoad,.__xstat64,0,0,0,2,2,2,2,0,0,0,0,1,1,0,1,0,0,1
reformatVfs,.pthread_mutex_trylock,0,0,0,2,2,2,3,0,0,1,1,0,0,0,1,0,0,1
sqlite3_create_function16,printSchemaLine,0,2,0,8,6,4,1,3,0,3,0,4,1,0,0,1,0,1
btreeCreateTable,sqlite3BtreeSetVersion,0,2,1,15,15,13,9,0,0,0,0,0,0,0,1,1,0,1
fts5SetupPrefixIter,decodeIntArray,0,3,0,22,19,16,12,4,0,4,0,5,0,0,1,1,0,1
lemon_strcpy,.localtime_r,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
fts3EvalStart,saveCursorKey,0,4,0,4,0,4,3,0,0,0,0,0,0,0,0,1,0,1
doSystemCrash,btreeParseCellPtrIndex,0,1,0,6,5,4,3,0,0,1,1,1,0,0,1,1,1,0
Curl_getaddrinfo,_curl_easy_setopt_err_postfields_46,0,0,0,2,2,2,1,0,0,1,1,1,0,0,0,0,0,1
pop3_state_starttls_resp,_curl_easy_getinfo_err_string_35,0,0,0,3,3,3,2,0,0,1,1,1,0,0,0,0,0,1
fts5IterSetOutputs_Col100,insertElement,0,0,0,1,1,1,2,0,0,0,0,0,0,0,2,1,0,1
prepareToGetSegment,rtreeCheckCount,0,5,0,7,2,3,2,2,0,4,2,0,0,0,0,1,0,1
ofstSerialSize,sqlite3FkActions,0,24,0,24,0,24,41,3,0,3,0,5,0,0,1,1,0,1
Curl_getaddrinfo,_curl_easy_setopt_err_debug_cb_125,0,0,0,2,2,2,1,0,0,1,1,1,0,0,0,0,0,1
luaL_setfuncs,luaD_callnoyield,0,1,0,6,5,4,0,0,0,1,1,1,0,0,2,0,0,1
acttab_insert,clearTempFile,0,2,0,5,3,1,19,0,0,1,1,1,0,0,8,1,0,1
all_tables_sql,sqlite3_config,0,2,0,4,2,0,27,6,0,30,24,80,1,0,0,1,1,0
operate_do,_curl_easy_getinfo_err_double_132,0,0,0,58,58,58,324,0,0,264,264,239,0,0,222,0,2,0
tftp_rx,_curl_easy_setopt_err_read_cb_8,0,0,0,8,8,8,7,0,0,5,5,5,0,0,0,0,1,0
curl_slist_append,_curl_easy_setopt_err_FILE_96,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,1
closureBestIndex,sqlite3PagerCommitPhaseOne,0,12,0,12,0,12,24,0,0,0,0,4,0,0,4,1,0,1
Curl_base64url_encode,_curl_easy_setopt_err_cb_data,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
sqlite3_bind_blob,sqlite3MemRealloc,0,3,0,4,1,2,1,1,0,1,0,1,0,0,0,1,0,1
vstatSleep,sqlite3GetVdbe,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,1
Curl_pipeline_set_server_blacklist,_curl_easy_setopt_err_curl_slist_27,0,0,0,6,6,6,3,0,0,0,0,0,0,0,1,0,0,1
Curl_follow,.ENGINE_cleanup,0,0,0,11,11,11,23,0,0,6,6,5,1,0,2,0,1,0
is_fatal_error,_curl_easy_getinfo_err_curl_off_t_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
test_blob_open,dlclose,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1
fuzzerAdvance,readDbPage,0,2,0,6,4,2,2,0,0,0,0,0,0,0,3,1,0,1
Curl_auth_is_digest_supported,__ctype_b_loc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hexValue,write,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
multi_getsock,.SSL_get_verify_result,0,0,0,6,6,6,4,0,0,0,0,1,1,0,0,0,1,0
walthread5,minmaxStep,0,3,0,13,10,7,7,0,0,29,29,28,0,0,0,1,0,1
PrintDebug,read_all,0,5,0,7,2,3,2,0,0,35,35,30,0,0,2,1,0,1
str2offset,_curl_easy_setopt_err_string_2,0,0,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,1
sqlite3CloseSavepoints,invalidateIncrblobCursors,0,0,0,1,1,1,7,0,0,0,0,0,0,0,0,1,0,1
readDbPage,sqlite3_value_text16le,0,1,0,6,5,4,6,0,0,0,0,0,0,0,0,0,0,1
safe_strcmp,selectExpander,0,25,0,26,1,24,122,18,0,18,0,19,0,0,4,1,0,1
pop3_do,_curl_easy_getinfo_err_string_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Curl_pop3_write,imap_get_message,0,1,0,2,1,0,6,0,0,0,0,0,0,0,0,1,1,0
smtp_state_postdata_resp,_curl_easy_getinfo_err_curl_off_t_31,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
leavesReaderCmp,nolockLock,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
multiplexSectorSize,zipfileCommit,0,5,0,7,2,3,3,0,0,0,0,6,0,0,1,1,0,1
plwCopy,zipfileSerializeCDS,0,1,0,6,5,4,2,0,0,0,0,0,0,0,0,1,0,1
Curl_read16_le,.curl_strequal,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
state,_curl_easy_setopt_err_ioctl_cb_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sha256_compress,_curl_easy_getinfo_err_string_66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1
testFetch,getIntFromStmt,0,5,0,8,3,2,2,0,0,0,0,0,0,0,0,1,0,1
readFile,sqlite3_column_int64,0,3,0,9,6,3,5,0,0,1,1,1,0,0,0,0,0,1
DigestToBase16,sqlite3_prepare,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1
add_haproxy_protocol_header,imap_sendf,0,5,0,10,5,0,0,4,0,7,3,0,0,0,0,1,0,1
imap_doing,_curl_easy_setopt_err_resolver_start_callback_71,0,0,0,2,2,2,2,0,0,0,0,0,0,0,2,0,0,1
fts3HashMalloc,dump_callback,0,22,0,24,2,20,34,18,0,18,0,24,0,0,4,1,0,1
rec_will,_curl_easy_getinfo_err_double_125,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0
main,rtreeColumn,0,10,2,37,31,21,77,0,0,106,106,106,1,0,7,1,0,1
curl_share_init,_curl_easy_setopt_err_curl_httpost_54,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,1
pcache1FetchStage2,sqlite3ExprAttachSubtrees,0,2,0,8,6,4,9,1,0,1,0,0,0,0,0,1,0,1
ftp_state_loggedin,Curl_ossl_random,0,4,0,7,3,1,2,0,0,1,1,1,0,0,0,1,0,1
errline,sqlite3_stmt_busy,0,0,0,2,2,2,0,1,0,6,5,5,0,0,2,1,0,1
sqlite3rbu_close,readFileContents,0,9,1,15,8,1,10,1,0,3,2,0,1,0,0,1,0,1
fts5CommitMethod,sqlite3_fileio_init,0,2,0,2,0,2,3,4,0,4,0,5,0,0,0,1,0,1
docListOfTerm,sqlite3PagerSetPagesize,0,6,0,10,4,2,11,0,0,0,0,0,0,0,1,1,0,1
sqlite3SelectExpand,autoIncrementEnd,0,4,0,5,1,3,3,0,0,0,0,1,0,0,1,1,0,1
sqlite3WalBeginWriteTransaction,fcntl,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,1
Curl_poll,_curl_easy_setopt_err_resolver_start_callback_26,0,0,0,5,5,5,24,0,0,0,0,0,1,0,8,0,0,1
zipfileAppendEntry,sqlite3PagerSetPagesize,0,6,0,8,2,4,12,0,0,0,0,0,0,0,0,1,0,1
sqlite3OsShmUnmap,jsonAppendRaw,0,2,0,3,1,1,2,0,0,0,0,0,0,0,0,1,0,1
easysrc_free,_curl_easy_getinfo_err_string_113,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
sql_prepare,sqlite3_appendvfs_init,0,2,0,5,3,1,0,0,0,0,0,6,1,0,0,0,0,1
keyCompare,.rewind,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
editDist3ConfigLoad,jsonMergePatch,0,3,0,16,13,10,6,0,0,2,2,2,0,0,1,1,0,1
vfstraceFileControl,sqlite3DbMallocSize,0,0,0,5,5,5,3,0,0,20,20,17,0,0,0,1,1,0
http_getsock_do,_curl_easy_getinfo_err_curl_certinfo_40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
btVfsSectorSize,jsonArrayStep,0,3,0,3,0,3,4,0,0,0,0,0,0,0,0,1,0,1
tftp_state_machine,_curl_easy_setopt_err_conv_cb_21,0,0,0,5,5,5,0,0,0,4,4,4,0,0,4,0,1,0
cleanup_encoder_state,rtsp_do,0,14,0,14,0,14,71,39,0,39,0,43,0,0,0,1,1,0
lsmPosixOsMalloc,.chdir,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
statlist,varinfo,0,3,0,5,2,1,8,4,0,4,0,2,0,0,0,1,0,1
curl_easy_unescape,_curl_easy_setopt_err_write_callback_35,0,0,0,3,3,3,4,0,0,0,0,0,0,0,1,0,0,1
override_login,_curl_easy_setopt_err_resolver_start_callback_2,0,0,0,4,4,4,9,0,0,2,2,2,0,0,0,0,0,1
Curl_conncache_extract_bundle,CRYPTO_malloc,0,0,0,3,3,3,3,0,0,0,0,0,0,0,2,0,0,1
columnMallocFailure,sqlite3BtreeNext,0,2,0,4,2,0,2,0,0,0,0,0,0,0,0,1,0,1
curlx_uztoul,_curl_easy_setopt_err_write_callback_114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
database_never_corrupt,ptrmapPut,0,4,0,5,1,3,12,4,0,4,0,3,0,0,0,1,0,1
test_soft_heap_limit,sqlite3Analyze,0,12,0,12,0,12,13,0,0,0,0,0,0,0,1,1,0,1
sqlite3VdbeList,setvbuf,0,0,0,11,11,11,21,0,0,1,1,1,0,0,4,0,0,1
lsm1Sync,sqlite3_db_handle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
segmentPtrSearchOversized,substSelect,0,2,0,11,9,7,2,0,0,0,0,0,0,0,1,1,0,1
Curl_pp_sendf,tftp_set_timeouts,0,4,0,7,3,1,8,4,0,4,0,2,0,0,0,1,0,1
voutf,_curl_easy_getinfo_err_curl_tlssesssioninfo_29,0,0,0,6,6,6,4,0,0,1,1,1,0,0,2,0,0,1
sqlite3Fts5PutVarint,sqlite3_vtab_on_conflict,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1
luaE_freethread,pow,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1
sqlite3Fts5IndexOptimize,sqlite3OsOpenMalloc,0,2,0,10,8,6,0,1,0,1,0,0,0,0,2,1,0,1
sqlite3_lsm_init,sqlite3CodeVerifyNamedSchema,0,1,0,2,1,0,9,0,0,1,1,0,1,0,1,1,0,1
vfslogOpen,sqlite3_db_filename,0,1,0,5,4,3,2,1,0,1,0,0,1,0,0,1,0,1
lsmSqlite4GetVarint64,sqlite3DropTable,0,24,0,24,0,24,56,13,0,13,0,11,0,0,6,1,0,1
fts5ExprNearTest,walTryBeginRead,0,12,0,15,3,9,50,0,0,0,0,0,0,0,2,1,0,1
lsmTreeLoadHeader,pager_write_pagelist,0,3,0,6,3,0,12,1,0,1,0,0,0,0,0,1,0,1
findCollSeqEntry,sqlite3_expert_destroy,0,5,0,12,7,2,1,0,0,0,0,0,0,0,2,1,0,1
idxGetTableInfo,sqlite3MaterializeView,0,7,0,18,11,4,2,1,0,3,2,3,0,0,1,1,0,1
sqlite3GenerateConstraintChecks,sqlite3_initialize_0,0,6,0,47,41,35,35,0,0,1,1,72,0,0,5,1,3,0
fts3RemoveSegdirEntry,sqlite3Fts3HashInsert,0,6,0,11,5,1,20,0,0,0,0,0,0,0,0,1,0,1
Curl_urldecode,_curl_easy_getinfo_err_curl_tlssesssioninfo_130,0,0,0,6,6,6,9,0,0,0,0,0,0,0,1,0,0,1
pop3_done,SSL_CTX_new,0,0,0,2,2,2,2,0,0,0,0,0,0,0,2,0,0,1
sqlite3ExprVectorSize,exprVectorRegister,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,1
testWriteDatasource,ftell,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1
sqlite3MallocSize,valueToText,0,5,0,6,1,4,10,0,0,0,0,0,0,0,0,1,0,1
sqlite3ExprCompare,free,0,0,0,6,6,6,33,0,0,0,0,0,0,0,0,1,0,1
leafReaderTerm,unixAccess,0,3,0,3,0,3,3,1,0,1,0,4,0,0,0,1,0,1
walIndexPageRealloc,output_file_open,0,3,0,7,4,1,1,4,0,4,0,7,0,0,0,1,0,1
Curl_sasl_decode_mech,_curl_easy_setopt_err_string_64,0,0,0,3,3,3,8,0,0,0,0,0,1,0,1,0,0,1
curl_formadd,_curl_easy_setopt_err_string_35,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1
llist_dtor,_curl_easy_getinfo_err_curl_socket_131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fts5SegIterNext_None,sqlite3ExprAlloc,0,5,0,16,11,6,3,1,0,1,0,1,0,0,0,1,0,1
getVarint32,sqlite3DbMallocRaw,0,2,0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,1
telrcv,_curl_easy_setopt_err_sockopt_cb_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pop3_parse_custom_request,_curl_easy_setopt_err_read_cb_34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sqlite3Fts3SegReaderPending,sqlite3_progress_handler,0,0,0,8,8,8,7,0,0,0,0,5,0,0,1,1,0,1
checkpasswd,_curl_easy_setopt_err_opensocket_cb_27,0,0,0,6,6,6,8,0,0,4,4,4,0,0,0,0,0,1
tool_setopt_bitmask,_curl_easy_setopt_err_ssl_ctx_cb_20,0,0,0,4,4,4,9,0,0,7,7,7,0,0,3,0,0,1
getDatasource,getrusage,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
fts5LeafRead,fts3SegReaderDoclistCmp,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,1
warnf,_curl_easy_setopt_err_read_cb_13,0,0,0,3,3,3,0,0,0,6,6,3,0,0,0,0,0,1
ftp_state_pasv_resp,_curl_easy_getinfo_err_curl_certinfo_27,0,0,0,14,14,14,32,0,0,10,10,10,0,0,4,0,0,1
Curl_recv_has_postponed_data,_curl_easy_setopt_err_long_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
treeShmptr,setChildPtrmaps,0,4,0,4,0,4,12,0,0,0,0,0,0,0,1,1,0,1
jsonRemoveFunc,fts3DeleteAll,0,3,0,8,5,2,4,0,0,0,0,0,0,0,1,1,0,1
gopher_do,_curl_easy_setopt_err_error_buffer_83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
infoTreeSize,sqlite3IdListIndex,0,0,0,1,1,1,5,0,0,0,0,1,0,0,1,1,0,1
sqlite3_register_vfslog,walBusyLock,0,1,0,3,2,1,4,0,0,0,0,0,0,0,1,1,0,1
Curl_mime_add_header,_curl_easy_getinfo_err_double_110,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,1
mstate,_curl_easy_setopt_err_postfields_86,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1
zipfilePutU32,fts3auxConnectMethod,0,8,0,8,0,8,6,3,0,3,0,3,0,0,0,1,0,1
ConnectionExists,_curl_easy_setopt_err_FILE_90,0,0,0,16,16,16,84,0,0,14,14,14,0,0,3,0,0,1
Curl_speedcheck,auth_digest_md5_to_ascii,0,1,0,4,3,2,5,1,0,3,2,1,0,0,1,1,0,1
